id,d_emp_p95,d_emp_p5,d_emp_mean,d_real_wage_ratio_p95,d_real_wage_ratio_p5,d_real_wage_ratio_mean,real_wb_mean,real_wa_mean
270,0.0,-1.0,-0.23,0.0,0.0,0.0,0.9389344036492561,0.9389344036492561
271,0.0,-2.0,-0.63,0.0,0.0,0.0,1.0496939174582454,1.0496939174582454
272,0.0,-7.0,-3.79,0.0,0.0,0.0,1.3537140721281105,1.3537140721281105
273,0.0,-5.0,-1.75,0.0,0.0,0.0,1.2211764896623198,1.2211764896623198
274,0.0,-8.05,-4.28,0.0,0.0,0.0,1.4288333902588415,1.4288333902588415
275,-2.0,-12.0,-7.15,0.0,0.0,0.0,1.4454318945780598,1.4454318945780598
276,0.0,-1.0,-0.16,0.0,0.0,0.0,0.9362077147148301,0.9362077147148301
277,0.0,-6.05,-2.68,0.0,0.0,0.0,1.2957852138731072,1.2957852138731072
278,0.0,-2.0,-0.62,0.0,0.0,0.0,1.0930518047348188,1.0930518047348188
279,-2.0,-9.0,-4.73,0.0,0.0,0.0,1.418019926574448,1.418019926574448
280,1.0,-2.0,-0.78,0.0,0.0,0.0,1.1381345805502117,1.1381345805502117
281,0.0,-5.0,-1.93,0.0,0.0,0.0,1.2437020842175641,1.2437020842175641
282,0.0,-5.0,-1.77,0.0,0.0,0.0,1.2559098655654148,1.2559098655654148
283,-1.0,-9.049999999999999,-4.61,0.0,0.0,0.0,1.3786608910299487,1.3786608910299487
284,0.0,-2.0,-0.41,0.0,0.0,0.0,1.0793601468051994,1.0793601468051994
285,-9.0,-23.0,-16.3,0.0,0.0,0.0,1.6519506931024353,1.6519506931024353
286,0.0,-2.0,-0.79,0.0,0.0,0.0,1.1614154314210408,1.1614154314210408
